category	path	line	source_line	bypass_risk
lf_generation	tests/benchmarks/registry/benchmarks.tsv	57	payload--payload-binding--positive payload payload-binding positive 3 39 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--payload-binding--positive/source/model.rebeca planned	candidate
lf_generation	tests/benchmarks/registry/benchmarks.tsv	58	payload--priority-selection--positive payload priority-selection positive 2 28 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/payload--priority-selection--positive/source/model.rebeca planned	candidate
lf_generation	tests/benchmarks/registry/legacy-script-migration.tsv	2	frontend/java-bridge/check-v0.sh core--initialization--positive parser JSON equality; LF startup and logical-action structure; lfc compilation planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	candidate
lf_generation	tests/benchmarks/registry/legacy-script-migration.tsv	4	frontend/java-bridge/check-store.sh finite-store--runtime-semantics--positive two-variable lookup and update behavior; generated LF; lfc compilation; native runtime planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	candidate
lf_generation	tests/benchmarks/registry/legacy-script-migration.tsv	5	frontend/java-bridge/check-multistore.sh multi-store--priority-selection--positive message-server priority ordering; equal-delay scheduling; generated LF; native runtime planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	candidate
lf_generation	tests/benchmarks/registry/legacy-script-migration.tsv	7	frontend/check-multistore-payload-backend.sh multi-store-payload--payload-binding--positive payload-before-delay ordering; reaction-local parameter scope; generated LF; lfc and runtime planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	664	DispatchCorrectness:0001 Relico/Tests/DispatchCorrectness.lean 9 def generatedLFDispatchTarget test_fixture_or_helper test-dispatch-correctness core--dispatch--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	665	DispatchCorrectness:0002 Relico/Tests/DispatchCorrectness.lean 16 theorem generatedLFDispatchStep proof_obligation test-dispatch-correctness core--dispatch--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	950	GlobalMultiStorePayloadInitialization:0047 Relico/Tests/GlobalMultiStorePayloadInitialization.lean 445 theorem translated_two_actor_model_wellFormed proof_obligation test-global-multi-store-payload-initialization global-multi-actor-payload--initialization--negative source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	995	MachineCorrectness:0005 Relico/Tests/MachineCorrectness.lean 92 theorem generatedLFDispatchMachineStep proof_obligation test-machine-correctness core--dispatch--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1135	MultiStoreModelTranslation:0016 Relico/Tests/MultiStoreModelTranslation.lean 326 theorem twoMessage_translated_program_wellFormed proof_obligation test-multi-store-model-translation multi-store--well-formedness--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1320	MultiStorePayloadDetailedStartupCompletion:0003 Relico/Tests/MultiStorePayloadDetailedStartupCompletion.lean 7 #check #check Relico.LF.MultiStorePayloadState.StartupBodyComplete type_or_api_check test-multi-store-payload-detailed-startup-completion multi-store-payload--initialization--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1321	MultiStorePayloadDetailedStartupCompletion:0004 Relico/Tests/MultiStorePayloadDetailedStartupCompletion.lean 9 #check #check Relico.LF.DetailedMultiStorePayloadState.StartupBodyComplete type_or_api_check test-multi-store-payload-detailed-startup-completion multi-store-payload--initialization--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1342	MultiStorePayloadDetailedStartupEntry:0003 Relico/Tests/MultiStorePayloadDetailedStartupEntry.lean 7 #check #check Relico.LF.startupLFMultiStorePayloadState type_or_api_check test-multi-store-payload-detailed-startup-entry multi-store-payload--initialization--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1343	MultiStorePayloadDetailedStartupEntry:0004 Relico/Tests/MultiStorePayloadDetailedStartupEntry.lean 9 #check #check Relico.LF.startupDetailedLFMultiStorePayloadState type_or_api_check test-multi-store-payload-detailed-startup-entry multi-store-payload--initialization--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1840	StoreModelTranslation:0018 Relico/Tests/StoreModelTranslation.lean 249 theorem twoState_translated_program_wellFormed proof_obligation test-store-model-translation finite-store--well-formedness--positive source-capability accepted	candidate
lf_generation	tests/benchmarks/registry/obligations.tsv	1876	StructuralCorrectness:0001 Relico/Tests/StructuralCorrectness.lean 8 theorem validModel_generatedProgram_wellFormed proof_obligation test-structural-correctness core--well-formedness--positive source-capability accepted	candidate
parser_bridge	Relico/Benchmark/ArtifactExporter.lean	62	"IO.eprintln ""usage: ArtifactExporter <decoded-dtr-ast|translated-lf-ast|lf-source> <input.json> <output>"""	candidate
parser_bridge	Relico/Frontend/BridgeCheck.lean	41	"s!""Decoded parser output and wrote LF/C++ source: {lfPath}"""	candidate
parser_bridge	Relico/Frontend/Decoder.lean	12	Failures that may occur while decoding or validating parser-bridge	candidate
parser_bridge	Relico/Frontend/Decoder.lean	198	Validate and decode the stable parser-bridge representation into the	candidate
parser_bridge	Relico/Frontend/MultiStoreDecoder.lean	178	The decoded message-server list preserves parser declaration order.	candidate
parser_bridge	Relico/Frontend/MultiStorePayloadBridgeCheck.lean	10	Decode parser output into the canonical DTR payload model and enter the	candidate
parser_bridge	Relico/Frontend/MultiStorePayloadSchema.lean	11	Version of the parser-independent interchange format for the current	candidate
parser_bridge	Relico/Frontend/MultiStorePayloadSchema.lean	24	Parser-independent payload-expression representation.	candidate
parser_bridge	Relico/Frontend/MultiStorePayloadSchema.lean	47	Parser-independent payload-statement representation.	candidate
parser_bridge	Relico/Frontend/MultiStorePayloadSchema.lean	110	Stable parser-independent representation of the current local payload model.	candidate
parser_bridge	Relico/Frontend/MultiStoreSchema.lean	18	Parser-independent representation of one message-server declaration.	candidate
parser_bridge	Relico/Frontend/MultiStoreSchema.lean	36	Parser-independent representation of the current one-class,	candidate
parser_bridge	Relico/Frontend/Schema.lean	11	Version of the parser-independent interchange format used by the	candidate
parser_bridge	Relico/Frontend/Schema.lean	18	Parser-independent expression representation for vertical slice v0.	candidate
parser_bridge	Relico/Frontend/Schema.lean	32	Parser-independent statement representation for vertical slice v0.	candidate
parser_bridge	Relico/Frontend/Schema.lean	48	Stable parser-bridge representation for the current DTR fragment.	candidate
parser_bridge	Relico/Frontend/Schema.lean	52	on parser implementation details.	candidate
parser_bridge	Relico/Tests/MultiStorePayloadFrontend.lean	163	"""/payload-single.parser.json"")"	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	18	"POSITIVE_EXPECTED=""$REPOSITORY_ROOT/frontend/fixtures/multi-store-payload/payload-single.parser.json"""	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	21	"SCOPE_EXPECTED=""$REPOSITORY_ROOT/frontend/fixtures/multi-store-payload/payload-scope.parser.json"""	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	28	"POSITIVE_JSON=""$POSITIVE_DIRECTORY/payload-single.parser.json"""	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	29	"SCOPE_JSON=""$SCOPE_DIRECTORY/payload-scope.parser.json"""	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	45	"""$REPOSITORY_ROOT/frontend/java-bridge/run-multistore-payload-from-zip.sh"" \"	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	50	"""$REPOSITORY_ROOT/frontend/java-bridge/run-multistore-payload-from-zip.sh"" \"	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	94	"""Parser-generated single-payload JSON differs from the checked fixture."""	candidate
parser_bridge	frontend/check-multistore-payload-backend.sh	100	"""Parser-generated scope JSON differs from the checked fixture."""	candidate
parser_bridge	frontend/check-multistore-payload-frontend.sh	14	"RUNNER=""$REPO/frontend/java-bridge/run-multistore-payload-from-zip.sh"""	candidate
parser_bridge	frontend/check-multistore-payload-frontend.sh	29	"GENERATED_JSON=""$TEMP_DIRECTORY/payload-single.parser.json"""	candidate
parser_bridge	frontend/check-multistore-payload-frontend.sh	41	"""$FIXTURE_DIRECTORY/payload-single.parser.json"" <<'PY'"	candidate
parser_bridge	frontend/check-multistore-payload-frontend.sh	60	"""payload parser output differs from the expected contract"""	candidate
parser_bridge	frontend/check-multistore-payload-frontend.sh	64	"""PAYLOAD_PARSER_CONTRACT_OK"""	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	39	* Trusted adapter from the existing Timed Rebeca parser AST to the	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	42	* The adapter preserves parser declaration order. It performs no	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	45	public final class RebecaMultiStoreJsonExporter {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	52	private RebecaMultiStoreJsonExporter() {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	58	"""usage: RebecaMultiStoreJsonExporter "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	113	new Exporter(model).render();	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	128	"""Wrote multi-server parser bridge JSON: "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	134	private static final class Exporter {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	138	private Exporter(RebecaModel model) {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	142	"""parser returned a null RebecaModel"""	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStoreJsonExporter.java	1044	"""unsupported by the ReLico multi-server parser bridge: "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	39	* Trusted adapter from the existing Timed Rebeca parser AST to the	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	42	* The adapter preserves parser declaration order. It performs no	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	45	public final class RebecaMultiStorePayloadJsonExporter {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	54	private RebecaMultiStorePayloadJsonExporter() {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	60	"""usage: RebecaMultiStorePayloadJsonExporter "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	115	new Exporter(model).render();	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	130	"""Wrote multi-server parser bridge JSON: "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	136	private static final class Exporter {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	140	private Exporter(RebecaModel model) {	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	144	"""parser returned a null RebecaModel"""	candidate
parser_bridge	frontend/java-bridge/RebecaMultiStorePayloadJsonExporter.java	1162	"""unsupported by the ReLico multi-server parser bridge: "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	39	* Trusted adapter from the existing Timed Rebeca parser AST to the	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	44	public final class RebecaStoreJsonExporter {	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	48	private RebecaStoreJsonExporter() {	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	54	"""usage: RebecaStoreJsonExporter <input.rebeca> <output.json>"""	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	108	new Exporter(model).render();	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	123	"""Wrote parser bridge JSON: "" + outputPath"	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	128	private static final class Exporter {	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	132	private Exporter(RebecaModel model) {	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	136	"""parser returned a null RebecaModel"""	candidate
parser_bridge	frontend/java-bridge/RebecaStoreJsonExporter.java	862	"""unsupported by the ReLico finite-store parser bridge: "" +"	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	39	* Trusted adapter from the existing Timed Rebeca parser AST to the	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	44	public final class RebecaV0JsonExporter {	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	48	private RebecaV0JsonExporter() {	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	54	"""usage: RebecaV0JsonExporter <input.rebeca> <output.json>"""	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	108	new Exporter(model).render();	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	123	"""Wrote parser bridge JSON: "" + outputPath"	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	128	private static final class Exporter {	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	132	private Exporter(RebecaModel model) {	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	136	"""parser returned a null RebecaModel"""	candidate
parser_bridge	frontend/java-bridge/RebecaV0JsonExporter.java	794	"""unsupported by the ReLico v0 parser bridge: "" +"	candidate
parser_bridge	frontend/java-bridge/check-multistore.sh	18	"GENERATED_JSON=""$GENERATED_DIRECTORY/multistore-priority.parser.json"""	candidate
parser_bridge	frontend/java-bridge/check-multistore.sh	30	"""$REPOSITORY_ROOT/frontend/java-bridge/run-multistore-from-zip.sh"" \"	candidate
parser_bridge	frontend/java-bridge/check-multistore.sh	52	"""Parser-generated multi-server JSON differs from the checked fixture."""	candidate
parser_bridge	frontend/java-bridge/check-multistore.sh	75	"""Parser-generated multi-server JSON matches the checked fixture."""	candidate
parser_bridge	frontend/java-bridge/check-multistore.sh	233	"echo ""Real multi-server priority parser-to-native check passed."""	candidate
parser_bridge	frontend/java-bridge/check-store.sh	18	"GENERATED_JSON=""$GENERATED_DIRECTORY/store-two-variable.parser.json"""	candidate
parser_bridge	frontend/java-bridge/check-store.sh	32	"""$REPOSITORY_ROOT/frontend/java-bridge/run-store-from-zip.sh"" \"	candidate
parser_bridge	frontend/java-bridge/check-store.sh	54	"""Parser-generated finite-store JSON differs from the checked fixture."""	candidate
parser_bridge	frontend/java-bridge/check-store.sh	77	"""Parser-generated JSON matches the two-variable fixture."""	candidate
parser_bridge	frontend/java-bridge/check-store.sh	135	"echo ""Real two-variable parser-to-LF/C++ check passed."""	candidate
parser_bridge	frontend/java-bridge/check-v0-runtime.sh	15	"GENERATED_JSON=""$GENERATED_DIRECTORY/v0-once.parser.json"""	candidate
parser_bridge	frontend/java-bridge/check-v0-runtime.sh	24	"""$REPOSITORY_ROOT/frontend/java-bridge/run-from-zip.sh"" ""$ARTIFACT_ZIP"" ""$INPUT_REBECA"" ""$GENERATED_JSON"""	candidate
parser_bridge	frontend/java-bridge/check-v0-runtime.sh	26	"python3 -c 'import json,sys; from pathlib import Path; expected=json.loads(Path(sys.argv[1]).read_text()); actual=json.loads(Path(sys.argv[2]).read_text()); assert actual == expected, ""Parser-generated JSON differs from the checked finite-runtime fixture.""; print(""Parser-generated JSON matches the finite-runtime fixture."")' ""$EXPECTED_JSON"" ""$GENERATED_JSON"""	candidate
parser_bridge	frontend/java-bridge/check-v0.sh	16	"GENERATED_JSON=""$GENERATED_DIRECTORY/v0-controller.parser.json"""	candidate
parser_bridge	frontend/java-bridge/check-v0.sh	22	"""$REPOSITORY_ROOT/frontend/java-bridge/run-from-zip.sh"" \"	candidate
parser_bridge	frontend/java-bridge/check-v0.sh	41	"print(""Parser-generated JSON differs from the checked fixture."")"	candidate
parser_bridge	frontend/java-bridge/check-v0.sh	50	"print(""Parser-generated JSON matches the checked v0 fixture."")"	candidate
parser_bridge	frontend/java-bridge/check-v0.sh	84	"echo ""Real Timed Rebeca parser-to-LF/C++ check passed."""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	5	"echo ""usage: run-from-zip.sh <artifact.zip> <input.rebeca> <output.json>"" >&2"	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	17	"EXPORTER_SOURCE=""$REPOSITORY_ROOT/frontend/java-bridge/RebecaV0JsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	21	"test -f ""$EXPORTER_SOURCE"""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	26	mktemp -d /tmp/relico-parser-bridge.XXXXXX	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	72	"EXPORTER_DIRECTORY=""$PROJECT_DIRECTORY/src/main/java/org/rebecalang/compiler/frontendbridge"""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	74	"mkdir -p ""$EXPORTER_DIRECTORY"""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	77	"""$EXPORTER_SOURCE"" \"	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	78	"""$EXPORTER_DIRECTORY/RebecaV0JsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	96	-Dexec.mainClass=org.rebecalang.compiler.frontendbridge.RebecaV0JsonExporter \	candidate
parser_bridge	frontend/java-bridge/run-from-zip.sh	108	"echo ""Parser bridge output: $OUTPUT_FILE"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	5	"echo ""usage: run-multistore-from-zip.sh <artifact.zip> <input.rebeca> <output.json>"" >&2"	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	17	"EXPORTER_SOURCE=""$REPOSITORY_ROOT/frontend/java-bridge/RebecaMultiStoreJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	21	"test -f ""$EXPORTER_SOURCE"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	54	mktemp -d /tmp/relico-multistore-parser-bridge.XXXXXX	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	100	"EXPORTER_DIRECTORY=""$PROJECT_DIRECTORY/src/main/java/org/rebecalang/compiler/frontendbridge"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	102	"mkdir -p ""$EXPORTER_DIRECTORY"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	105	"""$EXPORTER_SOURCE"" \"	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	106	"""$EXPORTER_DIRECTORY/RebecaMultiStoreJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	124	-Dexec.mainClass=org.rebecalang.compiler.frontendbridge.RebecaMultiStoreJsonExporter \	candidate
parser_bridge	frontend/java-bridge/run-multistore-from-zip.sh	136	"echo ""Multi-server parser bridge output: $OUTPUT_FILE"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	5	"echo ""usage: run-multistore-from-zip.sh <artifact.zip> <input.rebeca> <output.json>"" >&2"	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	17	"EXPORTER_SOURCE=""$(cd ""$(dirname ""$0"")"" && pwd)/RebecaMultiStorePayloadJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	21	"test -f ""$EXPORTER_SOURCE"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	54	mktemp -d /tmp/relico-multistore-parser-bridge.XXXXXX	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	100	"EXPORTER_DIRECTORY=""$PROJECT_DIRECTORY/src/main/java/org/rebecalang/compiler/frontendbridge"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	102	"mkdir -p ""$EXPORTER_DIRECTORY"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	105	"""$EXPORTER_SOURCE"" \"	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	106	"""$EXPORTER_DIRECTORY/RebecaMultiStorePayloadJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	124	-Dexec.mainClass=org.rebecalang.compiler.frontendbridge.RebecaMultiStorePayloadJsonExporter \	candidate
parser_bridge	frontend/java-bridge/run-multistore-payload-from-zip.sh	136	"echo ""Multi-server parser bridge output: $OUTPUT_FILE"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	5	"echo ""usage: run-store-from-zip.sh <artifact.zip> <input.rebeca> <output.json>"" >&2"	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	17	"EXPORTER_SOURCE=""$REPOSITORY_ROOT/frontend/java-bridge/RebecaStoreJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	21	"test -f ""$EXPORTER_SOURCE"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	53	mktemp -d /tmp/relico-parser-bridge.XXXXXX	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	99	"EXPORTER_DIRECTORY=""$PROJECT_DIRECTORY/src/main/java/org/rebecalang/compiler/frontendbridge"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	101	"mkdir -p ""$EXPORTER_DIRECTORY"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	104	"""$EXPORTER_SOURCE"" \"	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	105	"""$EXPORTER_DIRECTORY/RebecaStoreJsonExporter.java"""	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	123	-Dexec.mainClass=org.rebecalang.compiler.frontendbridge.RebecaStoreJsonExporter \	candidate
parser_bridge	frontend/java-bridge/run-store-from-zip.sh	135	"echo ""Parser bridge output: $OUTPUT_FILE"""	candidate
parser_bridge	frontend/schema/multi-store-payload-v1.schema.json	410	"""title"": ""ReLico multi-store-payload parser bridge v1"","	candidate
parser_bridge	tests/benchmarks/README.md	41	- parser JSON generation	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/README.md	12	3. trusted Java parser JSON generation;	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	16	"""path"": ""parser-json/model.json"","	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	97	"""parser-json"","	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	109	"""{actual}/parser-json/model.json"""	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	111	"""name"": ""parser-json"","	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	126	"""{actual}/parser-json/model.json"","	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	162	"""{actual}/parser-json/model.json"","	candidate
parser_bridge	tests/benchmarks/core--initialization--positive/manifest.json	181	"""{actual}/parser-json/model.json"","	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	2	bound-payload--dispatch--negative bound-payload dispatch negative 1 22 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/bound-payload--dispatch--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	3	bound-payload--dispatch--positive bound-payload dispatch positive 8 99 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	4	bound-payload--finite-execution--positive bound-payload finite-execution positive 3 44 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--finite-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	5	bound-payload--initialization--positive bound-payload initialization positive 2 53 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--initialization--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	6	bound-payload--payload-binding--positive bound-payload payload-binding positive 4 44 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--payload-binding--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	7	bound-payload--priority-selection--positive bound-payload priority-selection positive 1 20 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/bound-payload--priority-selection--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	8	core--dispatch--positive core dispatch positive 11 62 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	9	core--initialization--positive core initialization positive 5 36 direct-source-translation,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--initialization--positive/source/model.rebeca implemented	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	10	core--one-step-execution--positive core one-step-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--one-step-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	11	core--priority-selection--positive core priority-selection positive 3 54 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--priority-selection--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	12	core--queue-correspondence--positive core queue-correspondence positive 3 23 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--queue-correspondence--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	13	core--runtime-semantics--positive core runtime-semantics positive 3 21 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--runtime-semantics--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	14	core--trace-execution--positive core trace-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--trace-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	15	core--weak-semantics--positive core weak-semantics positive 3 47 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--weak-semantics--positive/source/model.rebeca planned	candidate
